Protein	14F	14F	17F	23M	25M	28M	36M	37M	39M	43M	44M	45F	45M	47M	48M	49F	50F	52F	59M	66M
Q5R3I4	747166000.0	289917000.0	375873000.0	440018000.0	866052000.0	358843000.0	700830000.0	194101000.0	496624000.0	863845000.0	709758000.0	430390000.0	364778000.0	454619000.0	1141900000.0	494477000.0	428033000.0	445430000.0	685113000.0	677514000.0
Q5R3K3	763744.0	15464.3		1342410.0	2086090.0	1804620.0	153383.0		12832300.0		2796420.0		16955300.0	1629650.0	1508980.0	9596550.0	2220420.0	2324490.0	7898300.0	5249110.0
Q5RHP9		283310.0	16101200.0		21063400.0														2390610.0	
Q5RI15	40857500.0	33623400.0	38307000.0	44453700.0	46867100.0	33697900.0	38088500.0	67166700.0	39623700.0	38941200.0	45261900.0	44204600.0	41417000.0	48792100.0	43971300.0	31748400.0	35901600.0	52415700.0	39713400.0	44924600.0
Q5RKV6	23845500.0	2904850.0	102845000.0	85720600.0	77084700.0	30350200.0	41081100.0	55471700.0	29449100.0	61240600.0	84554300.0	10687100.0	55042100.0	99284400.0	22928500.0	15510600.0	28855200.0	86167600.0	61016200.0	97732400.0
Q5S007						17019.8										1709500.0				93962800.0
Q5SGD2	25775800.0	1079950.0	1946560.0	1073830.0	5625030.0	18613300.0	27264100.0	33176300.0	20347000.0	35717500.0	3130400.0	42956400.0	21011000.0	2878140.0	14006400.0	31915200.0	18020300.0	2012930.0	4462810.0	5445640.0
Q5SNT2	3964630.0	393900.0	1082750.0	32838.6	478300.0	1302920.0	9522700.0	34933500.0	4188680.0	1645290.0	512700.0	4102420.0	2141640.0	860953.0	19392500.0	16654.7	6882790.0	2648720.0	1777590.0	458532.0
Q5SQ64				10061.3					3634790.0							510549.0				
Q5SQH8	56693900.0	48557.5	2857340.0	4258580.0	2756550.0	5015950.0	164116000.0	1649740.0	222460000.0	457796.0	4541440.0	244147000.0		986136.0	236404000.0		319366.0		3870150.0	1683150.0
Q5SQI0	21520.2	5975.48	11619.4	446130.0	5957.11	16858.9		4386460.0			10663.7			11631.8				5454860.0	15840.2	10383.3
Q5SQN1	1550220.0					1059110.0	73288.0	970265.0						1768690.0	1874960.0					
Q5SRE5	30716200.0	85288600.0	35530700.0	37005600.0	42269600.0	59082600.0	7930520.0	29828800.0	28292900.0	28292900.0	68243700.0	45883300.0	13817200.0	55468000.0	7165640.0	8823260.0	34426700.0	69557700.0	52462000.0	45235600.0
Q5SRE7	763325000.0	71823000.0	61908500.0	41603300.0	55556200.0	31244100.0	331049000.0	414138000.0	657381000.0	713860000.0	52073500.0	605073000.0	478513000.0	64306700.0	24037400.0	595367000.0	621092000.0	58616900.0	52123100.0	50358100.0
Q5SRH9						15791100.0		5625770.0												
Q5SRI9	8021910.0	56329800.0	103363000.0	117862000.0	23880000.0	65776100.0	11113300.0	14511500.0	23027300.0	6924680.0	79548200.0	29155500.0	3433660.0	60873500.0	30326100.0	15977200.0	16778600.0	71231300.0	51840600.0	54886600.0
Q5SSJ5	41101900.0	63938600.0	52505200.0	37706700.0	43606800.0	48902900.0	33625600.0	26112200.0	35226400.0	33427200.0	41400600.0	37165600.0	36531500.0	54029200.0	51317200.0	36872300.0	29442400.0	48778800.0	38091100.0	42148300.0
Q5ST30	22751300.0	8945240.0	12701400.0	4986470.0	17498000.0	26196000.0	24387100.0	5064590.0	4868210.0	8529450.0	10587400.0	25271600.0	22853400.0	23407800.0	30079200.0	10278000.0	16530700.0	62536000.0	15125800.0	44223900.0
Q5SVS4	1830550.0	770564.0		2448820.0	237133.0	2143450.0	1970710.0	2636160.0	980391.0	3071910.0	1212400.0	3464480.0	1375340.0	2112060.0	3234900.0	2589460.0	2329920.0	6231760.0	773468.0	2516820.0
Q5SW79	556245.0	7202040.0	5098110.0	3624080.0	250315000.0	7983700.0	4311210.0	3924900.0	2607270.0	39055400.0	44284200.0	3723990.0	1645160.0	9206310.0	540231.0	2568330.0	3221220.0	7249120.0	56388300.0	74774900.0
Q5SW96	3430440.0	2206500000.0	1423950000.0	30899400.0	19815800.0	37090700.0	9254680.0	3746550.0	11574100.0	9735570.0	15965500.0	13754000.0	8691440.0	1187010000.0	17668300.0	361670000.0	25156900.0	28638800.0	29025700.0	1272550000.0
Q5SWA1			11239.7			4786050.0					5786.73			7964.81						
Q5SWH9	256233.0	2299720.0		595484.0	2345960.0	2308590.0	913930.0	2621040.0	3966250.0	5269880.0		1149030.0	10954400.0	387373.0	2506690.0	260324.0		498498.0	13558.2	
Q5SWX8	74431500.0	36682200.0	63043600.0	32069500.0	59863600.0	117763000.0	66247100.0	67958000.0	55623600.0	78072500.0	46659700.0	70309100.0	154056000.0	94129600.0	97100300.0	44433000.0	46668200.0	37564000.0	54094600.0	74155700.0
Q5SXM8	9895100.0	1440120.0	2569330.0	9511340.0	3130670.0	13585500.0	7739120.0	13494900.0	6307030.0	3111920.0	3734280.0	8416090.0	6819250.0	4799810.0	3321830.0	4305570.0	388738.0	6481550.0	1907620.0	804870.0
Q5SY16	6640970.0	6173330.0	51052300.0	51130500.0	59718300.0	74879300.0	6800170.0	11966400.0	6324990.0	7053450.0	34387200.0	9171000.0	8547970.0	34702100.0	8614840.0	10388900.0	5739650.0	33174600.0	6043710.0	5776780.0
Q5SYC1	189446.0																			
Q5SYE7	12930900.0	2392270.0	18748100.0	24134500.0	53452500.0	14756300.0	47785100.0	3181960.0	13196500.0	28065200.0	21255600.0	8503480.0	70254700.0	16784900.0	19619900.0	7154470.0	9590600.0	6584580.0	24432700.0	34822300.0
Q5T011	43885800.0	96338600.0	6323160.0	3369620.0	50658700.0	179257000.0	130178000.0	132575000.0	92555100.0	30543400.0	7434270.0	57596100.0	97653900.0	269405000.0	61731700.0	65269100.0	34789800.0	33534100.0	9748180.0	130778000.0
Q5T013	9201270.0	62234400.0	24628500.0	17502300.0	12532100.0	16480200.0	8611840.0	5971580.0	25118000.0	9176300.0	25083000.0	11788300.0	9706070.0	26705100.0	4802950.0	10805300.0	8492000.0	26158700.0	19855800.0	13049900.0
Q5T0B9					7768.83															
Q5T0D9	10933200.0	10964400.0	15186000.0	17616800.0	13989500.0	73261500.0	10444600.0	13417400.0	14698000.0	4260810.0	85411300.0	7818440.0	6044670.0	15680000.0	14701300.0	9755340.0	5324360.0	19356800.0	21220000.0	13427100.0
Q5T0F9	24490100.0	2814480.0	14842400.0	13838700.0	16259500.0	15749600.0	129471000.0	64477700.0	167217000.0	146374000.0	36692400.0	70347400.0	98874800.0	54608800.0	191969000.0	19133500.0	11699500.0	18499600.0	27870700.0	15481600.0
Q5T0N5	2111160.0	2025490.0	7165190.0	9828560.0	24785000.0	15551100.0	6090240.0	9823380.0	6067060.0	5596770.0	526613000.0	5498200.0	4210930.0	26275900.0	3626550.0	2121860.0	4574930.0	9149870.0	184613000.0	6494260.0
Q5T0T0		1649570.0				1366510.0													6992.8	
Q5T160	54346100.0	28532700.0	35238800.0	400093000.0	343011000.0	99975200.0	13390100.0	61767700.0	72936300.0	37280300.0	32574500.0	136805000.0	56397400.0	36327800.0	61167000.0	29079100.0	13184900.0	65544400.0	247527000.0	33183200.0
Q5T1C6	15551100.0	1206530.0	35679200.0	50357800.0	15312800.0	47129000.0	15281.7	12043700.0	11365500.0	11085400.0	82496800.0	13966700.0	7455020.0	38567600.0	5930990.0	14034.2	16859400.0	51120500.0	91439400.0	41383900.0
Q5T1J5																	637564.0			
Q5T1J5;Q9Y6H1							3261920.0		1240110.0						3439280.0					
Q5T1M5	26947100.0	11229900.0	10954200.0	10038700.0	10666300.0	15920700.0	191620000.0	39483900.0	27195700.0	73687000.0	16190300.0	110989000.0	77063200.0	12973200.0	52599300.0	30499900.0	31495500.0	18011700.0	14076100.0	132973000.0
Q5T1V6	424019.0	1027890.0	10370500.0	2310080.0	7664580.0	15187400.0	15754000.0	1967730.0	16865700.0	552710.0	4264860.0	960017.0	922628.0	7006760.0	220726000.0	1586350.0	130891000.0	21105400.0	31736800.0	8671210.0
Q5T200	5111890.0	31338.5	383044.0	1303310.0	4800400.0	771653.0	1047620.0	5394130.0	2974550.0	2778080.0	241093.0	2317900.0		5703630.0	785588.0	59778.4	56425.5	680792.0	362832.0	1540130.0
Q5T280	27243700.0	970877.0	2012910.0	751583.0	2171520.0	5661400.0	2947500.0	2599120.0	1439230.0	2384440.0	3507430.0	1582760.0	6038690.0	3564810.0	3357770.0	1705180.0	2732690.0	2473790.0	18367200.0	10188800.0
Q5T2E6	36277500.0	4549290.0	5010320.0	3496380.0	4532370.0	11923200.0	26058600.0	27726100.0	22112800.0	30232600.0	6893020.0	90207900.0	51231000.0	5406540.0	24942800.0	87556300.0	45913200.0	10362300.0	9275230.0	6883030.0
Q5T2R2	10806300.0		11700900.0	10023800.0	27382.1			16214400.0	3181420.0		2983980.0			1817980.0	4400540.0	6187940.0		22842900.0	14388000.0	
Q5T2T1	11676200.0	4386880.0	10533.9	1296840.0	4361320.0	3013630.0	26531200.0	2125310.0	4910670.0		1965010.0	2193900.0	5779010.0	2201520.0	5010690.0	2093170.0	1676120.0	7024720.0	882476.0	1025990.0
Q5T2W1	194043000.0	71392500.0	78976100.0	160884000.0	69372300.0	138188000.0	168197000.0	60242300.0	160087000.0	176730000.0	155306000.0	231116000.0	43913300.0	86268100.0	66829400.0	160525000.0	147120000.0	70739600.0	224479000.0	75083200.0
Q5T3F8	13537100.0	9913350.0	175170000.0	42562800.0	34536800.0	235378000.0	23004500.0	9251270.0	9028370.0	9620460.0	51772500.0	17529400.0	17245300.0	37665800.0	37308500.0	18432500.0	8968980.0	100294000.0	177346000.0	194998000.0
Q5T3I0		813382.0										130986000.0		375605.0						
Q5T3J3							1928640.0	10227900.0											2457800.0	
Q5T3U5	2924480.0																			
Q5T440	45948700.0	33522500.0	35025800.0	37260300.0	22001400.0	35536800.0	11168400.0	36939100.0	58984100.0	82506200.0	36915700.0	51051300.0	72241500.0	39932800.0	60627400.0	41206100.0	39404800.0	86329800.0	47557800.0	24701400.0
Q5T447	12651200.0	21608300.0	18200200.0	11330300.0	34600400.0	60408400.0	9291120.0	19723600.0	29889000.0	22896700.0	12209400.0	7120970.0	9445740.0	12864300.0	9900360.0	12011900.0	8088220.0	36511900.0	16283200.0	26943300.0
Q5T4D3	372336.0		9165.85	26014100.0	11713600.0	26476600.0			38806.9	398498.0	27141.8		23958500.0	60491100.0	2418700.0	575653.0	458285.0	2071460.0	697853.0	14857800.0
Q5T4F4	9366560.0	166505000.0	4939370.0	23391300.0	3561270.0	8401140.0	381457.0	36762900.0	6050100.0	24028300.0	398853.0	24856000.0	11087300.0	33745700.0	7986080.0	14548400.0	5863430.0	21877100.0	33358300.0	60764600.0
Q5T4S7	251382000.0	284994000.0	478917000.0	99994900.0	295853000.0	391195000.0	789691000.0	132498000.0	84431700.0	163604000.0	66066200.0	68808600.0	60096900.0	542519000.0	165208000.0	50235400.0	59480900.0	293560000.0	95456300.0	187374000.0
Q5T5C0	25425500.0	507400.0	362084.0	22571300.0	26470200.0	35010300.0	26280500.0	18151300.0	19058300.0	24680300.0	30649600.0	26498200.0	20363500.0	25411200.0	5195300.0	2056320.0	31337000.0	5504770.0	30235000.0	15397200.0
Q5T5P2	35807700.0	37638000.0	78864200.0	79545000.0	78805700.0	48050200.0	68752100.0	45758100.0	43478200.0	51719300.0	81189800.0	26605700.0	23188500.0	66655400.0	53054600.0	46406800.0	36460900.0	114130000.0	97068300.0	56126700.0
Q5T5U3	11086400.0	22319200.0	72724700.0	820094.0	1312580.0	4932990.0	1380010.0	4986720.0	1664950.0	1334050.0	508710.0	1148710.0	1115020.0	1668920.0	30988600.0	594088.0	986749.0	3051030.0	5912290.0	1081080.0
Q5T5X7												9953500.0		5351250.0						
Q5T5Y3	7433930.0	4306120.0	6363530.0	2104870.0	22982200.0	41199300.0	11431000.0	16406000.0		3482960.0	20167700.0	2550610.0	4257350.0	32738500.0		3426240.0	1961520.0	21074300.0	38459200.0	16143600.0
Q5T653	31761900.0	42993000.0	54390800.0	20795400.0	48231800.0	91184700.0	6044360.0	6611920.0	5399760.0	8819710.0	50936600.0	9449560.0	9981620.0	25470900.0	11153200.0	15256600.0	10529700.0	25180900.0	28418700.0	26275700.0
Q5T6F0						5786.76														
Q5T6F2	613362.0	413516.0	1055300.0	1177940.0	1626170.0	33965800.0	1925730.0	860085.0	253644.0	39880000.0	1195660.0	29934100.0	4479140.0	2464630.0	4603130.0	634937.0	574430.0	16138300.0	21994700.0	6651020.0
Q5T6J7	2758910.0	37066900.0	30708100.0	24492000.0	17208800.0	35478300.0	2899150.0	850926.0	39813700.0	37003200.0	21910900.0	6966410.0	32581600.0	30919700.0	625467.0	3711960.0	5727640.0	6139040.0	31500900.0	17824300.0
Q5T6S3									35393000.0											
Q5T6V5	18630000.0	59152200.0	60803200.0	44673000.0	57230200.0	53668400.0	21612900.0	16437600.0	18638400.0	20423000.0	48176900.0	26661400.0	19926300.0	75129500.0	24095600.0	23801800.0	23286900.0	63958100.0	41077700.0	69774700.0
Q5T749	10628900.0	4623040.0	15572500.0	3949170.0	9676000.0	13013600.0	2229990.0	9624340.0	2147240.0	7288190.0	35690.3	4331120.0	12248600.0	12563000.0	5690980.0	2246370.0	11218700.0	19152700.0	15837.9	24468.7
Q5T750	396898.0	7542600.0						53802700.0		24926900.0		24429500.0	47057900.0	11557200.0		499672.0	8528480.0		12195900.0	
Q5T7M9	7180710.0	11484300.0	14014800.0	5884300.0	4261770.0	19647900.0	21680100.0	1932440.0	52463.8	1660770.0	11780000.0	1146300.0	19588600.0	17666600.0	26106400.0	2061210.0	148072.0	19986200.0	16804700.0	844694.0
Q5T7N3		8149470.0	11457100.0	370984.0	3505470.0	13767.4							2336.21	543517.0		11056700.0		10054000.0		
Q5T7V8	635893.0	715927.0	2560400.0	5050500.0	1873750.0	6057240.0	2679930.0	34515000.0	1695100.0	3482420.0	4651410.0	1203660.0	223427.0	4228980.0	1452320.0	368839.0	386530.0	2516330.0	3288810.0	3185580.0
Q5T7W0												180992.0								
Q5T7W7	33629600.0	1740540.0	39063700.0			314716.0			22288200.0			11064400.0				4063810.0	212608.0			
Q5T8D3	59656900.0	75360500.0	58836400.0	59717500.0	75057000.0	43137200.0	59449500.0	33672500.0	50793400.0	66274700.0	79569200.0	58127600.0	57945400.0	76463200.0	64102200.0	56551200.0	52055800.0	45225600.0	69647700.0	91831800.0
Q5T8P6	35609700.0	8814140.0	9490770.0	13849300.0	8895590.0	12902600.0	5081400.0	6874780.0	5583540.0	6856500.0	15391000.0	9353020.0	5535420.0	8974610.0	7133760.0	6055710.0	5810620.0	6140280.0	7370310.0	7528460.0
Q5T9A4	606719.0	15719.3	10336500.0	8688030.0		9476110.0	1400810.0	1926010.0	1991030.0	655652.0	1278090.0		1263320.0	9226050.0	1444650.0		1700770.0	3567320.0	9058010.0	8527890.0
Q5T9L3	3945080.0	2932050.0	3706730.0	49494.9	263108.0	5687920.0	578950.0	330216.0		1246230.0	2801590.0	1864510.0	2523030.0	5660380.0	1975710.0	975876.0	1446840.0	13003200.0	3848890.0	1684780.0
Q5TA31												12318.6				2828140.0			1050830.0	
Q5TA45	8987070.0	4670740.0	275219000.0	5785400.0	14498000.0	7274330.0	15586300.0	45461800.0	11933700.0	51419000.0	19532300.0	40335800.0	48958300.0	6176280.0	57898400.0	6055550.0	15330900.0	36485500.0	22025300.0	10954400.0
Q5TA50	2748780.0	35254800.0	24199700.0	30445300.0	39442600.0	15500900.0	3239180.0	4131470.0	2272380.0	2715910.0	27545000.0	2381330.0	5106170.0	24855300.0	8201710.0	3272350.0	3234710.0	22980600.0	24232800.0	3638460.0
Q5TA89						55500.2														
Q5TAQ9	150699000.0	25198900.0	129523000.0	34103800.0	36886200.0	136241000.0	378235000.0	307052000.0	239070000.0	284044000.0	382584000.0	207620000.0	237527000.0	62591000.0	211264000.0	109084000.0	173628000.0	30206500.0	43247900.0	20289700.0
Q5TAX3	717547000.0	493084000.0	651445000.0	654887000.0	550733000.0	924653000.0	666277000.0	759048000.0	522844000.0	526489000.0	484580000.0		554364000.0	753110000.0	758690000.0	497213000.0	558638000.0	531305000.0	739037000.0	701607000.0
Q5TBA9	16139.6	115665000.0				2061760.0		5015300.0				5906940.0	4248250.0	417870.0		8593080.0	915384.0	20169900.0	430354.0	12268.4
Q5TBB1	214967.0					10470700.0		688742.0	2733740.0			13622200.0	7888.62	7678100.0		2199160.0	18750.9	7530760.0		
Q5TBC7																		269144.0		
Q5TBK1		26597.6						1176280.0		616109.0				7000930.0					7400780.0	8705900.0
Q5TC12	10627100.0	15691500.0	37104500.0	20290100.0	15876800.0	21070800.0	14375400.0	14710300.0	8880780.0	11489700.0	12407100.0	13965600.0	12066100.0	21042300.0	8472360.0	10428100.0	8387520.0	13000100.0	10866300.0	13429900.0
Q5TC63	4478000.0	26918500.0	20620100.0	24566500.0	18414600.0	54263000.0	4381430.0	2589260.0	6950020.0	7372170.0	15023700.0	8031000.0	4876330.0	15596200.0	3871060.0	6106750.0	2699970.0	123944000.0	19157800.0	19319600.0
Q5TC82	5538260.0	253273.0	1020960.0	2838620.0	4121110.0	151853000.0	8540990.0	2228350.0	224061.0	615623.0	902319.0	17143500.0	5051070.0	6691180.0	681266.0	7020460.0	8281160.0	1592060.0	15485100.0	9496110.0
Q5TC84						23552.0						131228.0								
Q5TCH4	5257510.0	8020030.0	5163050.0	5209200.0	7099650.0	1974600.0	6719820.0	38361.2		17673900.0	14441900.0	9962290.0	12166800.0	8231730.0	10499400.0	9391300.0	2864600.0	3719860.0	5313680.0	7486210.0
Q5TCQ9	19552000.0	1175530.0	12035000.0	22907600.0	6144120.0	6132480.0	12668700.0	29388400.0	1636640.0	40082600.0	32329200.0	23130500.0	29707800.0	25052500.0	16532300.0	60352400.0	19301900.0	30158900.0	23074400.0	91896000.0
Q5TCY1										34414.7										
Q5TCZ1					3960340.0	14097.2					620989.0			3397020.0			3903930.0	6037050.0		12660.0
Q5TD97						1903430.0	2823.17			1709.93						5604.91		604658.0		
Q5TDH0	15632200.0	37230300.0	33510400.0	32108800.0	41450000.0	38051200.0	33394700.0	20680600.0	79253700.0	26551000.0	41200600.0	34658000.0	15730900.0	27049000.0	10426000.0	24984200.0	21312000.0	29845700.0	31627900.0	54161700.0
Q5TEA3																	2543520.0			
Q5TEC6	7196090000.0	7169480000.0	7004800000.0	5145310000.0	6189830000.0	6679340000.0	5817110000.0	5816610000.0	5010540000.0	5807270000.0	6182350000.0	6148480000.0	4823090000.0	6783220000.0	5421870000.0	6348620000.0	5255330000.0	5173390000.0	5681600000.0	5053390000.0
Q5TEJ8	57905100.0	11147100.0	9297310.0	2518930.0	11491900.0	51506500.0	30746900.0	33073900.0	17916800.0	14565200.0	18941800.0	25541800.0	18260600.0	8969980.0	16007000.0	19953500.0	16020600.0	52362600.0	135471000.0	50613300.0
Q5TEU4	28945100.0	11762000.0	35944200.0	12545800.0	13945300.0	9870390.0	12985000.0	20689600.0	42824800.0	41728400.0	19086000.0	48560100.0	30905400.0	6793270.0	21548600.0	71539700.0	23248000.0	9171220.0	14021800.0	11849900.0
Q5TF39	11683500.0						35377400.0	3845680.0		164688000.0	3511430.0			5559400.0	106625000.0		6936080.0	3809290.0	938071.0	4377240.0
Q5TF58						5142140.0													223634.0	
Q5TFE4	50856800.0	117602000.0	449727000.0	992664000.0	451893000.0	519862000.0	20524600.0	67073500.0	27919800.0	26590700.0	647422000.0	43877200.0	30229400.0	420686000.0	23015700.0	54608800.0	38579600.0	696228000.0	320720000.0	767201000.0
Q5TG30;Q96QI5;Q9Y662;Q9Y663		11599300.0	8215100.0	12090700.0																
Q5TGL8	1973770.0	2019250.0	1045050.0	353993.0	837813.0	6097960.0	1695840.0	8743540.0	15024300.0	2783530.0	3448160.0	1414020.0	6032930.0	2456210.0	3087260.0	738373.0	449502.0	49200.7	10823000.0	405724.0
Q5TGY1	37081.2	12489.9	458574.0	3298.45		386055.0		520788.0	18812.3			523069.0	44721.0	803793.0	3563.52	589033.0	129117.0	326242.0	28297.8	4448.5
Q5TGZ0	146201000.0	200149000.0	167194000.0	225862000.0	219450000.0	184173000.0	143523000.0	154914000.0	114241000.0	121724000.0	143403000.0	130198000.0	64732000.0	192073000.0	145194000.0	81262800.0	122695000.0	177592000.0	177641000.0	168624000.0
Q5TH69						1357390.0														1216400.0
Q5THJ4	46906100.0	91887200.0	136240000.0	84432200.0	21117500.0	144303000.0	111935000.0	1086120000.0	32048200.0	29057700.0	74977300.0	26205900.0	40737500.0	114867000.0	12614300.0	58568800.0	29480900.0	21137500.0	60728400.0	35009600.0
Q5TI25;Q6P3W6							4922.2													
Q5TKA1														13161.3						
Q5TYW1																			406252.0	
Q5TZA2	13350600.0	122808000.0	9926050.0	7603930.0	95885900.0	102924000.0	23461200.0	18001400.0	9118770.0	69205000.0	15354800.0	3929430.0	13620300.0	29445700.0	11515000.0	3974280.0	7221110.0	95062000.0	12398600.0	10372400.0
Q5TZF3						429311.0														
Q5U3C3						12905.2														
Q5U5Q3														1863680.0						
Q5U5X0	13639800.0	12367800.0	15165700.0	10993100.0	8799780.0	13104900.0	12415100.0	11508700.0	11888100.0	16496000.0	18204300.0	14468900.0	12624900.0	18110200.0	10419000.0	13758400.0	8630750.0	9992640.0	10176900.0	9566520.0
Q5U651	84671100.0	72900500.0	83591000.0	27842000.0	11040600.0	82948900.0	23050500.0	57406400.0	30136200.0	19763100.0	51328500.0	26311500.0	16418700.0	11637500.0	22232400.0	8775550.0	19970600.0	44753000.0	44154500.0	23803700.0
Q5UAW9	423041.0	934305.0	266289.0			1826040.0				407683.0	5385.65			6426300.0	13619000.0			1792480.0	15515.1	4790400.0
Q5UCC4	74151200.0	14667500.0	12285400.0	8717180.0	33648700.0	11776400.0	122126000.0	100221000.0	4975220.0	92680400.0	15446800.0	7724810.0	43536300.0	17439000.0	49225700.0	21480400.0	4915700.0	15674500.0	13331000.0	15291400.0
Q5UIP0	8281720.0	31116200.0	12633400.0	8558840.0	10341500.0	8252520.0	5813670.0	6152880.0	8346340.0	8347790.0	5798870.0	15561600.0	6646270.0	11862200.0	10359800.0	10835900.0	9672690.0	8218020.0	10978700.0	3272220.0
Q5VIR6	6088500.0	38347200.0	23981200.0	19297000.0	38282200.0	41531500.0	13962300.0	25880600.0	13581400.0	13375100.0	63696500.0	19649100.0	14440900.0	20169700.0	12366400.0	15776500.0	9218500.0	25875500.0	27855500.0	13706600.0
Q5VSL9	17043000.0	3868350.0	27541000.0	5943700.0	15708500.0	348407000.0	30033300.0	10279400.0	5956180.0	4437610.0	377638000.0	29872900.0	8092760.0	531420000.0	15574900.0	6579500.0	51330900.0	726327000.0	98748900.0	553940000.0
Q5VST6	87216600.0	16359700.0	11016300.0	13103300.0	2289430.0	23716100.0	46789000.0	10834.0	3608940.0	20543500.0	5455470.0	8525300.0	5265500.0	13505000.0	6052110.0	8223870.0	5390160.0	21506900.0	11243800.0	18092900.0
Q5VSY0	5310330.0					807737.0														
Q5VT06						7450.96	794291.0									522871.0				
